,province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity,carCommentVolum,newsReplyVolum
1461,广西,450000,c06a2a387c0ee510,MPV,2016,2,32,281.0,9.0,884.0
1462,江苏,320000,c06a2a387c0ee510,MPV,2016,2,394,1669.0,9.0,884.0
1463,江西,360000,c06a2a387c0ee510,MPV,2016,2,42,359.0,9.0,884.0
1464,河北,130000,c06a2a387c0ee510,MPV,2016,2,130,1305.0,9.0,884.0
1465,河南,410000,c06a2a387c0ee510,MPV,2016,2,182,2042.0,9.0,884.0
1466,浙江,330000,c06a2a387c0ee510,MPV,2016,2,262,1129.0,9.0,884.0
1467,湖北,420000,c06a2a387c0ee510,MPV,2016,2,47,611.0,9.0,884.0
1468,湖南,430000,c06a2a387c0ee510,MPV,2016,2,46,485.0,9.0,884.0
1469,福建,350000,c06a2a387c0ee510,MPV,2016,2,35,444.0,9.0,884.0
1470,辽宁,210000,c06a2a387c0ee510,MPV,2016,2,72,613.0,9.0,884.0
1471,重庆,500000,c06a2a387c0ee510,MPV,2016,2,39,377.0,9.0,884.0
1472,陕西,610000,c06a2a387c0ee510,MPV,2016,2,81,641.0,9.0,884.0
1473,黑龙江,230000,c06a2a387c0ee510,MPV,2016,2,54,611.0,9.0,884.0
1474,上海,310000,7023efdab9cedc03,Sedan,2016,2,253,2417.0,11.0,53.0
1475,云南,530000,7023efdab9cedc03,Sedan,2016,2,100,751.0,11.0,53.0
1476,内蒙古,150000,7023efdab9cedc03,Sedan,2016,2,48,708.0,11.0,53.0
1477,北京,110000,7023efdab9cedc03,Sedan,2016,2,76,1920.0,11.0,53.0
1478,四川,510000,7023efdab9cedc03,Sedan,2016,2,195,3308.0,11.0,53.0
1479,安徽,340000,7023efdab9cedc03,Sedan,2016,2,275,2526.0,11.0,53.0
1480,山东,370000,7023efdab9cedc03,Sedan,2016,2,281,4180.0,11.0,53.0
1481,山西,140000,7023efdab9cedc03,Sedan,2016,2,28,933.0,11.0,53.0
1482,广东,440000,7023efdab9cedc03,Sedan,2016,2,57,3968.0,11.0,53.0
1483,广西,450000,7023efdab9cedc03,Sedan,2016,2,66,745.0,11.0,53.0
1484,江苏,320000,7023efdab9cedc03,Sedan,2016,2,974,6059.0,11.0,53.0
1485,江西,360000,7023efdab9cedc03,Sedan,2016,2,118,1423.0,11.0,53.0
1486,河北,130000,7023efdab9cedc03,Sedan,2016,2,88,2211.0,11.0,53.0
1487,河南,410000,7023efdab9cedc03,Sedan,2016,2,189,3732.0,11.0,53.0
1488,浙江,330000,7023efdab9cedc03,Sedan,2016,2,633,4071.0,11.0,53.0
1489,湖北,420000,7023efdab9cedc03,Sedan,2016,2,152,2017.0,11.0,53.0
1490,湖南,430000,7023efdab9cedc03,Sedan,2016,2,160,1726.0,11.0,53.0
1491,福建,350000,7023efdab9cedc03,Sedan,2016,2,56,1157.0,11.0,53.0
1492,辽宁,210000,7023efdab9cedc03,Sedan,2016,2,40,999.0,11.0,53.0
1493,重庆,500000,7023efdab9cedc03,Sedan,2016,2,39,642.0,11.0,53.0
1494,陕西,610000,7023efdab9cedc03,Sedan,2016,2,100,1381.0,11.0,53.0
1495,黑龙江,230000,7023efdab9cedc03,Sedan,2016,2,20,811.0,11.0,53.0
1496,上海,310000,af6f4f548684e14d,SUV,2016,2,511,4268.0,147.0,1120.0
1497,云南,530000,af6f4f548684e14d,SUV,2016,2,360,1336.0,147.0,1120.0
1498,内蒙古,150000,af6f4f548684e14d,SUV,2016,2,213,1106.0,147.0,1120.0
1499,北京,110000,af6f4f548684e14d,SUV,2016,2,307,3742.0,147.0,1120.0
1500,四川,510000,af6f4f548684e14d,SUV,2016,2,680,5188.0,147.0,1120.0
1501,安徽,340000,af6f4f548684e14d,SUV,2016,2,528,2533.0,147.0,1120.0
1502,山东,370000,af6f4f548684e14d,SUV,2016,2,744,5829.0,147.0,1120.0
1503,山西,140000,af6f4f548684e14d,SUV,2016,2,222,1662.0,147.0,1120.0
1504,广东,440000,af6f4f548684e14d,SUV,2016,2,484,6046.0,147.0,1120.0
1505,广西,450000,af6f4f548684e14d,SUV,2016,2,202,1088.0,147.0,1120.0
1506,江苏,320000,af6f4f548684e14d,SUV,2016,2,1018,5744.0,147.0,1120.0
1507,江西,360000,af6f4f548684e14d,SUV,2016,2,383,1910.0,147.0,1120.0
1508,河北,130000,af6f4f548684e14d,SUV,2016,2,449,3446.0,147.0,1120.0
1509,河南,410000,af6f4f548684e14d,SUV,2016,2,672,5121.0,147.0,1120.0
1510,浙江,330000,af6f4f548684e14d,SUV,2016,2,604,4117.0,147.0,1120.0
1511,湖北,420000,af6f4f548684e14d,SUV,2016,2,552,3628.0,147.0,1120.0
1512,湖南,430000,af6f4f548684e14d,SUV,2016,2,634,3180.0,147.0,1120.0
1513,福建,350000,af6f4f548684e14d,SUV,2016,2,264,2007.0,147.0,1120.0
1514,辽宁,210000,af6f4f548684e14d,SUV,2016,2,195,1433.0,147.0,1120.0
1515,重庆,500000,af6f4f548684e14d,SUV,2016,2,203,1445.0,147.0,1120.0
1516,陕西,610000,af6f4f548684e14d,SUV,2016,2,267,1759.0,147.0,1120.0
1517,黑龙江,230000,af6f4f548684e14d,SUV,2016,2,123,1215.0,147.0,1120.0
1518,上海,310000,7cf283430b3b5e38,Sedan,2016,2,545,3096.0,249.0,2995.0
1519,云南,530000,7cf283430b3b5e38,Sedan,2016,2,240,900.0,249.0,2995.0
1520,内蒙古,150000,7cf283430b3b5e38,Sedan,2016,2,212,892.0,249.0,2995.0
1521,北京,110000,7cf283430b3b5e38,Sedan,2016,2,101,2179.0,249.0,2995.0
1522,四川,510000,7cf283430b3b5e38,Sedan,2016,2,1083,4423.0,249.0,2995.0
1523,安徽,340000,7cf283430b3b5e38,Sedan,2016,2,1182,3474.0,249.0,2995.0
1524,山东,370000,7cf283430b3b5e38,Sedan,2016,2,1428,6530.0,249.0,2995.0
1525,山西,140000,7cf283430b3b5e38,Sedan,2016,2,264,1383.0,249.0,2995.0
1526,广东,440000,7cf283430b3b5e38,Sedan,2016,2,393,5034.0,249.0,2995.0
1527,广西,450000,7cf283430b3b5e38,Sedan,2016,2,309,949.0,249.0,2995.0
1528,江苏,320000,7cf283430b3b5e38,Sedan,2016,2,2924,8042.0,249.0,2995.0
1529,江西,360000,7cf283430b3b5e38,Sedan,2016,2,548,1898.0,249.0,2995.0
1530,河北,130000,7cf283430b3b5e38,Sedan,2016,2,954,3739.0,249.0,2995.0
1531,河南,410000,7cf283430b3b5e38,Sedan,2016,2,1210,5581.0,249.0,2995.0
1532,浙江,330000,7cf283430b3b5e38,Sedan,2016,2,1398,4785.0,249.0,2995.0
1533,湖北,420000,7cf283430b3b5e38,Sedan,2016,2,664,2782.0,249.0,2995.0
1534,湖南,430000,7cf283430b3b5e38,Sedan,2016,2,733,2356.0,249.0,2995.0
1535,福建,350000,7cf283430b3b5e38,Sedan,2016,2,228,1512.0,249.0,2995.0
1536,辽宁,210000,7cf283430b3b5e38,Sedan,2016,2,209,1214.0,249.0,2995.0
1537,重庆,500000,7cf283430b3b5e38,Sedan,2016,2,225,788.0,249.0,2995.0
1538,陕西,610000,7cf283430b3b5e38,Sedan,2016,2,258,1632.0,249.0,2995.0
1539,黑龙江,230000,7cf283430b3b5e38,Sedan,2016,2,175,1005.0,249.0,2995.0
1540,上海,310000,d4efbebb087fd03f,Sedan,2016,2,38,1554.0,14.0,1662.0
1541,云南,530000,d4efbebb087fd03f,Sedan,2016,2,103,935.0,14.0,1662.0
1542,内蒙古,150000,d4efbebb087fd03f,Sedan,2016,2,174,875.0,14.0,1662.0
1543,北京,110000,d4efbebb087fd03f,Sedan,2016,2,72,2198.0,14.0,1662.0
1544,四川,510000,d4efbebb087fd03f,Sedan,2016,2,807,4080.0,14.0,1662.0
1545,安徽,340000,d4efbebb087fd03f,Sedan,2016,2,626,2186.0,14.0,1662.0
1546,山东,370000,d4efbebb087fd03f,Sedan,2016,2,1342,4157.0,14.0,1662.0
1547,山西,140000,d4efbebb087fd03f,Sedan,2016,2,270,1507.0,14.0,1662.0
1548,广东,440000,d4efbebb087fd03f,Sedan,2016,2,289,5956.0,14.0,1662.0
1549,广西,450000,d4efbebb087fd03f,Sedan,2016,2,276,1084.0,14.0,1662.0
1550,江苏,320000,d4efbebb087fd03f,Sedan,2016,2,779,3752.0,14.0,1662.0
1551,江西,360000,d4efbebb087fd03f,Sedan,2016,2,652,2102.0,14.0,1662.0
1552,河北,130000,d4efbebb087fd03f,Sedan,2016,2,741,3353.0,14.0,1662.0
1553,河南,410000,d4efbebb087fd03f,Sedan,2016,2,1382,5563.0,14.0,1662.0
1554,浙江,330000,d4efbebb087fd03f,Sedan,2016,2,823,4145.0,14.0,1662.0
1555,湖北,420000,d4efbebb087fd03f,Sedan,2016,2,443,2114.0,14.0,1662.0
1556,湖南,430000,d4efbebb087fd03f,Sedan,2016,2,937,2317.0,14.0,1662.0
1557,福建,350000,d4efbebb087fd03f,Sedan,2016,2,190,1483.0,14.0,1662.0
1558,辽宁,210000,d4efbebb087fd03f,Sedan,2016,2,132,1155.0,14.0,1662.0
1559,重庆,500000,d4efbebb087fd03f,Sedan,2016,2,271,875.0,14.0,1662.0
1560,陕西,610000,d4efbebb087fd03f,Sedan,2016,2,421,1918.0,14.0,1662.0
1561,黑龙江,230000,d4efbebb087fd03f,Sedan,2016,2,79,827.0,14.0,1662.0
1562,上海,310000,7245e0ee27b195cd,Sedan,2016,2,23,315.0,58.0,155.0
1563,云南,530000,7245e0ee27b195cd,Sedan,2016,2,217,274.0,58.0,155.0
1564,内蒙古,150000,7245e0ee27b195cd,Sedan,2016,2,150,332.0,58.0,155.0
1565,北京,110000,7245e0ee27b195cd,Sedan,2016,2,72,581.0,58.0,155.0
1566,四川,510000,7245e0ee27b195cd,Sedan,2016,2,453,928.0,58.0,155.0
1567,安徽,340000,7245e0ee27b195cd,Sedan,2016,2,266,423.0,58.0,155.0
1568,山东,370000,7245e0ee27b195cd,Sedan,2016,2,1114,1623.0,58.0,155.0
1569,山西,140000,7245e0ee27b195cd,Sedan,2016,2,225,535.0,58.0,155.0
1570,广东,440000,7245e0ee27b195cd,Sedan,2016,2,221,1269.0,58.0,155.0
1571,广西,450000,7245e0ee27b195cd,Sedan,2016,2,206,298.0,58.0,155.0
1572,江苏,320000,7245e0ee27b195cd,Sedan,2016,2,284,651.0,58.0,155.0
1573,江西,360000,7245e0ee27b195cd,Sedan,2016,2,325,417.0,58.0,155.0
1574,河北,130000,7245e0ee27b195cd,Sedan,2016,2,883,1359.0,58.0,155.0
1575,河南,410000,7245e0ee27b195cd,Sedan,2016,2,751,1573.0,58.0,155.0
1576,浙江,330000,7245e0ee27b195cd,Sedan,2016,2,256,631.0,58.0,155.0
1577,湖北,420000,7245e0ee27b195cd,Sedan,2016,2,284,448.0,58.0,155.0
1578,湖南,430000,7245e0ee27b195cd,Sedan,2016,2,477,555.0,58.0,155.0
1579,福建,350000,7245e0ee27b195cd,Sedan,2016,2,95,261.0,58.0,155.0
1580,辽宁,210000,7245e0ee27b195cd,Sedan,2016,2,149,472.0,58.0,155.0
1581,重庆,500000,7245e0ee27b195cd,Sedan,2016,2,155,191.0,58.0,155.0
1582,陕西,610000,7245e0ee27b195cd,Sedan,2016,2,388,738.0,58.0,155.0
1583,黑龙江,230000,7245e0ee27b195cd,Sedan,2016,2,131,368.0,58.0,155.0
1584,上海,310000,8c915fe4632fb9fa,SUV,2016,2,130,1415.0,7.0,898.0
1585,云南,530000,8c915fe4632fb9fa,SUV,2016,2,338,953.0,7.0,898.0
1586,内蒙古,150000,8c915fe4632fb9fa,SUV,2016,2,137,569.0,7.0,898.0
1587,北京,110000,8c915fe4632fb9fa,SUV,2016,2,109,1546.0,7.0,898.0
1588,四川,510000,8c915fe4632fb9fa,SUV,2016,2,901,3464.0,7.0,898.0
1589,安徽,340000,8c915fe4632fb9fa,SUV,2016,2,660,2123.0,7.0,898.0
1590,山东,370000,8c915fe4632fb9fa,SUV,2016,2,621,3243.0,7.0,898.0
1591,山西,140000,8c915fe4632fb9fa,SUV,2016,2,232,1237.0,7.0,898.0
1592,广东,440000,8c915fe4632fb9fa,SUV,2016,2,298,3302.0,7.0,898.0
1593,广西,450000,8c915fe4632fb9fa,SUV,2016,2,174,577.0,7.0,898.0
1594,江苏,320000,8c915fe4632fb9fa,SUV,2016,2,861,3298.0,7.0,898.0
1595,江西,360000,8c915fe4632fb9fa,SUV,2016,2,504,1107.0,7.0,898.0
1596,河北,130000,8c915fe4632fb9fa,SUV,2016,2,623,2444.0,7.0,898.0
1597,河南,410000,8c915fe4632fb9fa,SUV,2016,2,786,3955.0,7.0,898.0
1598,浙江,330000,8c915fe4632fb9fa,SUV,2016,2,640,2206.0,7.0,898.0
1599,湖北,420000,8c915fe4632fb9fa,SUV,2016,2,492,1847.0,7.0,898.0
1600,湖南,430000,8c915fe4632fb9fa,SUV,2016,2,399,1356.0,7.0,898.0
1601,福建,350000,8c915fe4632fb9fa,SUV,2016,2,190,874.0,7.0,898.0
1602,辽宁,210000,8c915fe4632fb9fa,SUV,2016,2,155,802.0,7.0,898.0
1603,重庆,500000,8c915fe4632fb9fa,SUV,2016,2,252,787.0,7.0,898.0
1604,陕西,610000,8c915fe4632fb9fa,SUV,2016,2,331,1273.0,7.0,898.0
1605,黑龙江,230000,8c915fe4632fb9fa,SUV,2016,2,248,1158.0,7.0,898.0
1606,上海,310000,6155b214590c66e6,SUV,2016,2,360,6444.0,7.0,3888.0
1607,云南,530000,6155b214590c66e6,SUV,2016,2,825,3539.0,7.0,3888.0
1608,内蒙古,150000,6155b214590c66e6,SUV,2016,2,297,2587.0,7.0,3888.0
1609,北京,110000,6155b214590c66e6,SUV,2016,2,297,6825.0,7.0,3888.0
1610,四川,510000,6155b214590c66e6,SUV,2016,2,1779,11873.0,7.0,3888.0
1611,安徽,340000,6155b214590c66e6,SUV,2016,2,1365,6857.0,7.0,3888.0
1612,山东,370000,6155b214590c66e6,SUV,2016,2,1514,11397.0,7.0,3888.0
1613,山西,140000,6155b214590c66e6,SUV,2016,2,293,4000.0,7.0,3888.0
1614,广东,440000,6155b214590c66e6,SUV,2016,2,552,14254.0,7.0,3888.0
1615,广西,450000,6155b214590c66e6,SUV,2016,2,312,2381.0,7.0,3888.0
1616,江苏,320000,6155b214590c66e6,SUV,2016,2,2048,13397.0,7.0,3888.0
1617,江西,360000,6155b214590c66e6,SUV,2016,2,796,3714.0,7.0,3888.0
1618,河北,130000,6155b214590c66e6,SUV,2016,2,1405,8000.0,7.0,3888.0
1619,河南,410000,6155b214590c66e6,SUV,2016,2,2208,15873.0,7.0,3888.0
1620,浙江,330000,6155b214590c66e6,SUV,2016,2,1317,8762.0,7.0,3888.0
1621,湖北,420000,6155b214590c66e6,SUV,2016,2,1019,6904.0,7.0,3888.0
1622,湖南,430000,6155b214590c66e6,SUV,2016,2,944,5714.0,7.0,3888.0
1623,福建,350000,6155b214590c66e6,SUV,2016,2,377,3539.0,7.0,3888.0
1624,辽宁,210000,6155b214590c66e6,SUV,2016,2,439,3603.0,7.0,3888.0
1625,重庆,500000,6155b214590c66e6,SUV,2016,2,523,2761.0,7.0,3888.0
1626,陕西,610000,6155b214590c66e6,SUV,2016,2,455,4047.0,7.0,3888.0
1627,黑龙江,230000,6155b214590c66e6,SUV,2016,2,417,3365.0,7.0,3888.0
1628,上海,310000,28e29f2c03dcd84c,Sedan,2016,2,406,686.0,7.0,2598.0
1629,云南,530000,28e29f2c03dcd84c,Sedan,2016,2,255,486.0,7.0,2598.0
1630,内蒙古,150000,28e29f2c03dcd84c,Sedan,2016,2,266,299.0,7.0,2598.0
1631,北京,110000,28e29f2c03dcd84c,Sedan,2016,2,612,729.0,7.0,2598.0
1632,四川,510000,28e29f2c03dcd84c,Sedan,2016,2,548,1515.0,7.0,2598.0
1633,安徽,340000,28e29f2c03dcd84c,Sedan,2016,2,475,1042.0,7.0,2598.0
1634,山东,370000,28e29f2c03dcd84c,Sedan,2016,2,957,1245.0,7.0,2598.0
1635,山西,140000,28e29f2c03dcd84c,Sedan,2016,2,558,462.0,7.0,2598.0
1636,广东,440000,28e29f2c03dcd84c,Sedan,2016,2,134,1417.0,7.0,2598.0
1637,广西,450000,28e29f2c03dcd84c,Sedan,2016,2,128,233.0,7.0,2598.0
1638,江苏,320000,28e29f2c03dcd84c,Sedan,2016,2,1242,1694.0,7.0,2598.0
1639,江西,360000,28e29f2c03dcd84c,Sedan,2016,2,233,471.0,7.0,2598.0
1640,河北,130000,28e29f2c03dcd84c,Sedan,2016,2,842,947.0,7.0,2598.0
1641,河南,410000,28e29f2c03dcd84c,Sedan,2016,2,731,1720.0,7.0,2598.0
1642,浙江,330000,28e29f2c03dcd84c,Sedan,2016,2,584,1104.0,7.0,2598.0
1643,湖北,420000,28e29f2c03dcd84c,Sedan,2016,2,233,688.0,7.0,2598.0
1644,湖南,430000,28e29f2c03dcd84c,Sedan,2016,2,340,689.0,7.0,2598.0
1645,福建,350000,28e29f2c03dcd84c,Sedan,2016,2,162,500.0,7.0,2598.0
1646,辽宁,210000,28e29f2c03dcd84c,Sedan,2016,2,160,271.0,7.0,2598.0
1647,重庆,500000,28e29f2c03dcd84c,Sedan,2016,2,413,421.0,7.0,2598.0
1648,陕西,610000,28e29f2c03dcd84c,Sedan,2016,2,424,547.0,7.0,2598.0
1649,黑龙江,230000,28e29f2c03dcd84c,Sedan,2016,2,116,228.0,7.0,2598.0
1650,上海,310000,37aa9169b575ef79,Sedan,2016,2,35,1394.0,132.0,2093.0
1651,云南,530000,37aa9169b575ef79,Sedan,2016,2,757,1063.0,132.0,2093.0
1652,内蒙古,150000,37aa9169b575ef79,Sedan,2016,2,514,1435.0,132.0,2093.0
1653,北京,110000,37aa9169b575ef79,Sedan,2016,2,466,2688.0,132.0,2093.0
1654,四川,510000,37aa9169b575ef79,Sedan,2016,2,1370,3267.0,132.0,2093.0
1655,安徽,340000,37aa9169b575ef79,Sedan,2016,2,352,1045.0,132.0,2093.0
1656,山东,370000,37aa9169b575ef79,Sedan,2016,2,2068,5151.0,132.0,2093.0
1657,山西,140000,37aa9169b575ef79,Sedan,2016,2,571,1914.0,132.0,2093.0
1658,广东,440000,37aa9169b575ef79,Sedan,2016,2,627,4058.0,132.0,2093.0
1659,广西,450000,37aa9169b575ef79,Sedan,2016,2,278,502.0,132.0,2093.0
1660,江苏,320000,37aa9169b575ef79,Sedan,2016,2,541,2304.0,132.0,2093.0
1661,江西,360000,37aa9169b575ef79,Sedan,2016,2,261,809.0,132.0,2093.0
1662,河北,130000,37aa9169b575ef79,Sedan,2016,2,2309,5908.0,132.0,2093.0
1663,河南,410000,37aa9169b575ef79,Sedan,2016,2,1238,4614.0,132.0,2093.0
1664,浙江,330000,37aa9169b575ef79,Sedan,2016,2,384,1760.0,132.0,2093.0
1665,湖北,420000,37aa9169b575ef79,Sedan,2016,2,389,1406.0,132.0,2093.0
1666,湖南,430000,37aa9169b575ef79,Sedan,2016,2,1115,1423.0,132.0,2093.0
1667,福建,350000,37aa9169b575ef79,Sedan,2016,2,302,1045.0,132.0,2093.0
1668,辽宁,210000,37aa9169b575ef79,Sedan,2016,2,854,2369.0,132.0,2093.0
1669,重庆,500000,37aa9169b575ef79,Sedan,2016,2,167,573.0,132.0,2093.0
1670,陕西,610000,37aa9169b575ef79,Sedan,2016,2,499,1642.0,132.0,2093.0
1671,黑龙江,230000,37aa9169b575ef79,Sedan,2016,2,1179,2274.0,132.0,2093.0
1672,上海,310000,63065128401bb3ff,Sedan,2016,2,573,1545.0,17.0,4739.0
1673,云南,530000,63065128401bb3ff,Sedan,2016,2,563,942.0,17.0,4739.0
1674,内蒙古,150000,63065128401bb3ff,Sedan,2016,2,335,624.0,17.0,4739.0
1675,北京,110000,63065128401bb3ff,Sedan,2016,2,353,1419.0,17.0,4739.0
1676,四川,510000,63065128401bb3ff,Sedan,2016,2,1405,3216.0,17.0,4739.0
1677,安徽,340000,63065128401bb3ff,Sedan,2016,2,1494,2299.0,17.0,4739.0
1678,山东,370000,63065128401bb3ff,Sedan,2016,2,2478,3061.0,17.0,4739.0
1679,山西,140000,63065128401bb3ff,Sedan,2016,2,779,1059.0,17.0,4739.0
1680,广东,440000,63065128401bb3ff,Sedan,2016,2,535,3601.0,17.0,4739.0
1681,广西,450000,63065128401bb3ff,Sedan,2016,2,397,598.0,17.0,4739.0
1682,江苏,320000,63065128401bb3ff,Sedan,2016,2,3297,4188.0,17.0,4739.0
1683,江西,360000,63065128401bb3ff,Sedan,2016,2,1077,1231.0,17.0,4739.0
1684,河北,130000,63065128401bb3ff,Sedan,2016,2,1882,2207.0,17.0,4739.0
1685,河南,410000,63065128401bb3ff,Sedan,2016,2,1915,3987.0,17.0,4739.0
1686,浙江,330000,63065128401bb3ff,Sedan,2016,2,1321,2584.0,17.0,4739.0
1687,湖北,420000,63065128401bb3ff,Sedan,2016,2,916,1725.0,17.0,4739.0
1688,湖南,430000,63065128401bb3ff,Sedan,2016,2,1083,1587.0,17.0,4739.0
1689,福建,350000,63065128401bb3ff,Sedan,2016,2,446,1202.0,17.0,4739.0
1690,辽宁,210000,63065128401bb3ff,Sedan,2016,2,394,745.0,17.0,4739.0
1691,重庆,500000,63065128401bb3ff,Sedan,2016,2,586,799.0,17.0,4739.0
1692,陕西,610000,63065128401bb3ff,Sedan,2016,2,688,1306.0,17.0,4739.0
1693,黑龙江,230000,63065128401bb3ff,Sedan,2016,2,210,536.0,17.0,4739.0
1694,上海,310000,ea489c253676aafc,Sedan,2016,2,300,1368.0,75.0,62.0
1695,云南,530000,ea489c253676aafc,Sedan,2016,2,389,689.0,75.0,62.0
1696,内蒙古,150000,ea489c253676aafc,Sedan,2016,2,383,565.0,75.0,62.0
1697,北京,110000,ea489c253676aafc,Sedan,2016,2,209,1618.0,75.0,62.0
1698,四川,510000,ea489c253676aafc,Sedan,2016,2,991,1941.0,75.0,62.0
1699,安徽,340000,ea489c253676aafc,Sedan,2016,2,887,1064.0,75.0,62.0
1700,山东,370000,ea489c253676aafc,Sedan,2016,2,2475,3669.0,75.0,62.0
1701,山西,140000,ea489c253676aafc,Sedan,2016,2,1042,1497.0,75.0,62.0
1702,广东,440000,ea489c253676aafc,Sedan,2016,2,178,2462.0,75.0,62.0
1703,广西,450000,ea489c253676aafc,Sedan,2016,2,173,403.0,75.0,62.0
1704,江苏,320000,ea489c253676aafc,Sedan,2016,2,941,2304.0,75.0,62.0
1705,江西,360000,ea489c253676aafc,Sedan,2016,2,332,605.0,75.0,62.0
1706,河北,130000,ea489c253676aafc,Sedan,2016,2,2876,3364.0,75.0,62.0
1707,河南,410000,ea489c253676aafc,Sedan,2016,2,1336,2843.0,75.0,62.0
1708,浙江,330000,ea489c253676aafc,Sedan,2016,2,560,1739.0,75.0,62.0
1709,湖北,420000,ea489c253676aafc,Sedan,2016,2,332,946.0,75.0,62.0
1710,湖南,430000,ea489c253676aafc,Sedan,2016,2,599,792.0,75.0,62.0
1711,福建,350000,ea489c253676aafc,Sedan,2016,2,127,667.0,75.0,62.0
1712,辽宁,210000,ea489c253676aafc,Sedan,2016,2,461,1086.0,75.0,62.0
1713,重庆,500000,ea489c253676aafc,Sedan,2016,2,370,517.0,75.0,62.0
1714,陕西,610000,ea489c253676aafc,Sedan,2016,2,406,1207.0,75.0,62.0
1715,黑龙江,230000,ea489c253676aafc,Sedan,2016,2,551,675.0,75.0,62.0
1716,上海,310000,cd5841d44fd7625e,Sedan,2016,2,162,1902.0,10.0,2211.0
1717,云南,530000,cd5841d44fd7625e,Sedan,2016,2,215,1157.0,10.0,2211.0
1718,内蒙古,150000,cd5841d44fd7625e,Sedan,2016,2,173,985.0,10.0,2211.0
1719,北京,110000,cd5841d44fd7625e,Sedan,2016,2,607,2020.0,10.0,2211.0
1720,四川,510000,cd5841d44fd7625e,Sedan,2016,2,485,4037.0,10.0,2211.0
1721,安徽,340000,cd5841d44fd7625e,Sedan,2016,2,265,1898.0,10.0,2211.0
1722,山东,370000,cd5841d44fd7625e,Sedan,2016,2,694,3517.0,10.0,2211.0
1723,山西,140000,cd5841d44fd7625e,Sedan,2016,2,225,1198.0,10.0,2211.0
1724,广东,440000,cd5841d44fd7625e,Sedan,2016,2,132,4090.0,10.0,2211.0
1725,广西,450000,cd5841d44fd7625e,Sedan,2016,2,72,789.0,10.0,2211.0
1726,江苏,320000,cd5841d44fd7625e,Sedan,2016,2,733,3898.0,10.0,2211.0
1727,江西,360000,cd5841d44fd7625e,Sedan,2016,2,114,1161.0,10.0,2211.0
1728,河北,130000,cd5841d44fd7625e,Sedan,2016,2,874,3292.0,10.0,2211.0
1729,河南,410000,cd5841d44fd7625e,Sedan,2016,2,536,4029.0,10.0,2211.0
1730,浙江,330000,cd5841d44fd7625e,Sedan,2016,2,311,2703.0,10.0,2211.0
1731,湖北,420000,cd5841d44fd7625e,Sedan,2016,2,217,1808.0,10.0,2211.0
1732,湖南,430000,cd5841d44fd7625e,Sedan,2016,2,193,1583.0,10.0,2211.0
1733,福建,350000,cd5841d44fd7625e,Sedan,2016,2,162,1247.0,10.0,2211.0
1734,辽宁,210000,cd5841d44fd7625e,Sedan,2016,2,324,1378.0,10.0,2211.0
1735,重庆,500000,cd5841d44fd7625e,Sedan,2016,2,158,887.0,10.0,2211.0
1736,陕西,610000,cd5841d44fd7625e,Sedan,2016,2,184,1308.0,10.0,2211.0
1737,黑龙江,230000,cd5841d44fd7625e,Sedan,2016,2,427,1394.0,10.0,2211.0
1738,上海,310000,b25c4e2e3856af22,SUV,2016,2,568,5121.0,83.0,1591.0
1739,云南,530000,b25c4e2e3856af22,SUV,2016,2,407,1915.0,83.0,1591.0
1740,内蒙古,150000,b25c4e2e3856af22,SUV,2016,2,174,1594.0,83.0,1591.0
1741,北京,110000,b25c4e2e3856af22,SUV,2016,2,395,5293.0,83.0,1591.0
1742,四川,510000,b25c4e2e3856af22,SUV,2016,2,779,6970.0,83.0,1591.0
1743,安徽,340000,b25c4e2e3856af22,SUV,2016,2,600,3279.0,83.0,1591.0
1744,山东,370000,b25c4e2e3856af22,SUV,2016,2,681,7759.0,83.0,1591.0
1745,山西,140000,b25c4e2e3856af22,SUV,2016,2,235,2474.0,83.0,1591.0
1746,广东,440000,b25c4e2e3856af22,SUV,2016,2,423,8219.0,83.0,1591.0
1747,广西,450000,b25c4e2e3856af22,SUV,2016,2,211,1134.0,83.0,1591.0
1748,江苏,320000,b25c4e2e3856af22,SUV,2016,2,1323,7726.0,83.0,1591.0
1749,江西,360000,b25c4e2e3856af22,SUV,2016,2,454,2359.0,83.0,1591.0
1750,河北,130000,b25c4e2e3856af22,SUV,2016,2,517,6132.0,83.0,1591.0
1751,河南,410000,b25c4e2e3856af22,SUV,2016,2,652,7258.0,83.0,1591.0
1752,浙江,330000,b25c4e2e3856af22,SUV,2016,2,1395,6822.0,83.0,1591.0
1753,湖北,420000,b25c4e2e3856af22,SUV,2016,2,532,3953.0,83.0,1591.0
1754,湖南,430000,b25c4e2e3856af22,SUV,2016,2,612,3197.0,83.0,1591.0
1755,福建,350000,b25c4e2e3856af22,SUV,2016,2,407,2696.0,83.0,1591.0
1756,辽宁,210000,b25c4e2e3856af22,SUV,2016,2,172,2276.0,83.0,1591.0
1757,重庆,500000,b25c4e2e3856af22,SUV,2016,2,350,1997.0,83.0,1591.0
1758,陕西,610000,b25c4e2e3856af22,SUV,2016,2,275,3197.0,83.0,1591.0
1759,黑龙江,230000,b25c4e2e3856af22,SUV,2016,2,146,1981.0,83.0,1591.0
1760,上海,310000,4a103c30d593fbbe,Sedan,2016,2,184,3604.0,307.0,868.0
